10.6689,3.2955,-4.9705,-8.8257
10.7013,3.2471,-4.8576,-8.5399
10.7333,3.1973,-4.9698,-8.2583
10.7648,3.1497,-4.7471,-7.9809
10.7959,3.1011,-4.867,-7.7083
10.8264,3.0524,-4.869,-7.4406
10.8563,3.0038,-4.8706,-7.1779
10.8859,2.9539,-4.9794,-6.9194
10.915,2.9063,-4.7543,-6.6653
10.9436,2.8577,-4.872,-6.4161
10.9717,2.8077,-4.9788,-6.1713
10.9992,2.7615,-4.6442,-5.9316
11.0264,2.7092,-5.2006,-5.6963
11.053,2.6641,-4.5251,-5.4653
11.0792,2.6131,-5.0918,-5.2395
11.1048,2.5657,-4.7468,-5.0181
11.13,2.516,-4.9686,-4.8012
11.1547,2.4685,-4.7423,-4.5887
11.1788,2.4201,-4.8575,-4.3813
11.2025,2.3705,-4.9603,-4.1784
11.2258,2.322,-4.8385,-3.9794
11.2486,2.2746,-4.7308,-3.7848
11.2708,2.2263,-4.8451,-3.5953
11.2925,2.1769,-4.9461,-3.4104
11.3139,2.1285,-4.8239,-3.2293
11.3347,2.0814,-4.7171,-3.0526
11.355,2.0319,-4.9334,-2.8805
11.3748,1.9849,-4.7097,-2.7129
11.3942,1.9356,-4.9256,-2.5497
11.413,1.8888,-4.7022,-2.391
11.4315,1.8383,-5.0156,-2.2361
11.4493,1.7939,-4.4755,-2.0857
11.4668,1.7424,-5.125,-1.9398
11.4838,1.6967,-4.5713,-1.7977
11.5003,1.6477,-4.9003,-1.6601
11.5163,1.5997,-4.7789,-1.5263
11.5318,1.5531,-4.6775,-1.3969
11.5469,1.5042,-4.8886,-1.272
11.5615,1.4564,-4.7672,-1.1509
11.5755,1.4101,-4.6676,-1.0342
11.5892,1.36,-4.9684,-0.9213
11.6023,1.3146,-4.5464,-0.8122
11.615,1.2659,-4.8687,-0.7075
11.6272,1.2182,-4.7484,-0.6065
11.6388,1.172,-4.654,-0.51
11.6501,1.1222,-4.9451,-0.4172
11.6609,1.077,-4.5345,-0.3282
11.6712,1.0285,-4.8523,-0.2436
11.681,0.9811,-4.7325,-0.1627
11.6903,0.9336,-4.7291,-0.0856
11.6991,0.8877,-4.6437,-0.0128
11.7076,0.8381,-4.9186,0.0563
11.7154,0.7932,-4.5267,0.1216
11.723,0.7435,-4.9057,0.1832
11.7299,0.6984,-4.5278,0.2411
11.7364,0.6502,-4.8318,0.2946
11.7424,0.6031,-4.7129,0.3444
11.748,0.5559,-4.7102,0.3906
11.7531,0.5086,-4.7074,0.433
11.7578,0.4612,-4.7043,0.4717
11.762,0.4136,-4.7005,0.5067
11.7655,0.3681,-4.6668,0.5375
11.7688,0.3187,-4.8403,0.5645
11.7715,0.2743,-4.5723,0.5878
11.7738,0.2245,-4.7942,0.6075
11.7755,0.1798,-4.6155,0.6234
11.7769,0.1286,-4.6718,0.6357
11.7778,0.0819,-4.685,0.6443
11.7781,0.0299,-4.5396,0.6486
