0,0,0,0.8573
0.0004,0.0333,2.7285,0.8552
0.0009,0.0588,2.8502,0.8514
0.0019,0.0934,3.4676,0.8455
0.003,0.126,3.476,0.8368
0.0046,0.1601,3.4657,0.8255
0.0066,0.1945,3.4063,0.8109
0.0088,0.2277,3.4293,0.7936
0.0114,0.2626,3.5146,0.7736
0.0144,0.2971,3.4242,0.7504
0.0178,0.332,3.4326,0.7239
0.0214,0.3656,3.4024,0.6948
0.0254,0.401,3.5305,0.6629
0.0298,0.4356,3.4324,0.6277
0.0344,0.4691,3.3851,0.5899
0.0395,0.5043,3.5317,0.5493
0.0449,0.5388,3.4308,0.5054
0.0505,0.5721,3.3722,0.4588
0.0566,0.6072,3.5303,0.4095
0.063,0.6415,3.4276,0.3569
0.0698,0.676,3.4276,0.3011
0.077,0.7106,3.4271,0.2419
0.0844,0.744,3.3573,0.18
0.0922,0.7792,3.5241,0.1154
0.1002,0.8123,3.3475,0.048
0.1087,0.8485,3.5904,-0.0227
0.1175,0.8807,3.2414,-0.0968
0.1266,0.9158,3.5162,-0.1736
0.1361,0.95,3.4116,-0.2537
0.146,0.9842,3.4095,-0.3371
0.1561,1.0173,3.328,-0.4234
0.1667,1.0534,3.5827,-0.513
0.1776,1.0855,3.2198,-0.6059
0.1888,1.1205,3.5005,-0.7016
0.2003,1.1544,3.3948,-0.8007
0.2122,1.1884,3.3918,-0.9032
0.2244,1.2212,3.3046,-1.0085
0.237,1.2571,3.57,-1.1171
0.2498,1.2889,3.1941,-1.2292
0.2631,1.3247,3.5641,-1.3446
0.2767,1.3565,3.1862,-1.4635
0.2905,1.3912,3.4742,-1.5852
0.3049,1.4259,3.4519,-1.7109
0.3194,1.4576,3.1735,-1.84
0.3343,1.4921,3.4629,-1.9719
0.3496,1.5256,3.3551,-2.1073
0.3651,1.5591,3.3511,-2.2462
0.3812,1.5936,3.4348,-2.389
0.3974,1.6251,3.1503,-2.5353
0.4139,1.6594,3.4432,-2.6845
0.4309,1.6938,3.424,-2.8378
0.4481,1.725,3.1355,-2.9945
0.4658,1.7603,3.5211,-3.1546
0.4837,1.7926,3.2185,-3.3188
0.502,1.8258,3.3182,-3.4865
0.5206,1.8589,3.3139,-3.6577
0.5394,1.8919,3.3097,-3.8324
0.5586,1.9249,3.3055,-4.0105
0.5783,1.9589,3.3941,-4.1927
0.5982,1.9908,3.193,-4.379
0.6184,2.0237,3.2936,-4.5688
0.6389,2.0566,3.2896,-4.7621
0.6599,2.0904,3.3797,-4.9594
0.6811,2.1222,3.1772,-5.1608
0.7027,2.156,3.3728,-5.3662
0.7245,2.1867,3.0741,-5.5752
0.7467,2.2214,3.4729,-5.7876
0.7693,2.2541,3.2585,-6.0046
0.7922,2.2857,3.1607,-6.2257
0.8153,2.3183,3.2629,-6.4503
0.8389,2.3519,3.3562,-6.6788
0.8627,2.3834,3.1523,-6.9114
0.8868,2.4158,3.2558,-7.1474
0.9114,2.4504,3.4459,-7.388
0.9361,2.4797,2.9435,-7.6326
0.9613,2.5154,3.5497,-7.8811
0.9867,2.5447,2.9406,-8.1335
1.0125,2.5802,3.5492,-8.3899
1.0386,2.6106,3.0384,-8.6507
1.0651,2.6441,3.347,-8.9154
1.0918,2.6755,3.1446,-9.184
1.1189,2.709,3.349,-9.4564
1.1464,2.7415,3.2449,-9.7331
1.174,2.7729,3.1493,-10.0136
1.2021,2.8065,3.3554,-10.2978
1.2305,2.839,3.2528,-10.5863
1.2592,2.8716,3.2567,-10.879
1.2882,2.9032,3.1632,-11.1752
1.3177,2.938,3.468,-11.4756
1.3473,2.9686,3.0694,-11.78
1.3774,3.0025,3.3831,-12.0879
1.4077,3.0353,3.2851,-12.3997
1.4383,3.0672,3.1952,-12.7148
1.4694,3.1023,3.5028,-13.0338
1.5008,3.1344,3.2068,-13.3571
1.5324,3.1665,3.224,-13.6835
1.5644,3.2019,3.5321,-14.0134
1.5967,3.2333,3.1438,-14.347
1.6295,3.2689,3.5558,-14.6839
1.6624,3.3006,3.1714,-15.0242
1.6958,3.3365,3.5832,-15.3677
1.7295,3.3684,3.2028,-15.7144
1.7635,3.4046,3.6143,-16.0642
1.798,3.438,3.3337,-16.4174
1.8326,3.4715,3.3592,-16.7729
1.8677,3.5082,3.6683,-17.1311
1.9031,3.5422,3.3938,-17.4925
1.9389,3.5773,3.5161,-17.8563
1.975,3.6127,3.539,-18.2225
2.0116,3.6493,3.6546,-18.5913
2.0483,3.6832,3.398,-18.9623
2.0856,3.7213,3.803,-19.3351
2.1231,3.7558,3.4533,-19.7097
2.161,3.7944,3.8564,-20.0859
2.1993,3.8304,3.603,-20.4641
2.2381,3.8686,3.8177,-20.8441
2.2771,3.9044,3.5786,-21.2251
2.3165,3.9432,3.8883,-21.6066
2.3563,3.9824,3.9134,-21.9894
2.3965,4.0201,3.7693,-22.3732
2.4371,4.059,3.8976,-22.7574
2.4781,4.0984,3.9341,-23.1418
2.5195,4.1389,4.0542,-23.5267
2.5612,4.1773,3.8383,-23.9113
2.6035,4.2195,4.2187,-24.2956
2.6461,4.2595,4.0016,-24.6797
2.6891,4.3008,4.1301,-25.0629
2.7325,4.3425,4.1716,-25.4451
2.7764,4.3855,4.2907,-25.8265
2.8206,4.4264,4.0972,-26.2064
2.8653,4.471,4.4578,-26.5846
2.9105,4.5137,4.2633,-26.9613
2.9561,4.5576,4.3894,-27.3358
3.0021,4.6019,4.4346,-27.7079
3.0485,4.6467,4.4803,-28.0774
3.0954,4.6919,4.5263,-28.4439
3.1428,4.7376,4.5726,-28.8074
3.1907,4.7846,4.6854,-29.1679
3.239,4.8298,4.5283,-29.5248
3.2878,4.8783,4.8488,-29.8779
3.337,4.9246,4.6282,-30.2269
3.3868,4.974,4.9383,-30.5715
3.4369,5.0212,4.7289,-30.9116
3.4877,5.0715,5.028,-31.2468
3.5388,5.1198,4.8302,-31.577
3.5906,5.171,5.1178,-31.9018
3.6428,5.2209,4.9856,-32.2214
3.6955,5.2713,5.0433,-32.5349
3.7487,5.3238,5.2522,-32.8422
3.8024,5.3746,5.0847,-33.1433
3.8568,5.4281,5.3414,-33.4378
3.9115,5.4799,5.1866,-33.7254
3.9669,5.5343,5.4302,-34.006
4.0228,5.5872,5.2884,-34.2792
4.0792,5.6419,5.4783,-34.5446
4.1361,5.6967,5.4765,-34.8021
4.1936,5.7519,5.5241,-35.0516
4.2517,5.8076,5.5716,-35.2927
4.3104,5.8638,5.6191,-35.5252
4.3696,5.9205,5.6668,-35.7489
4.4294,5.9777,5.7145,-35.9635
4.4897,6.0349,5.734,-36.1685
4.5507,6.0937,5.8719,-36.3639
4.6121,6.1517,5.8004,-36.5494
4.6743,6.2113,5.9612,-36.7247
4.737,6.2704,5.905,-36.8897
4.8002,6.3306,6.0327,-37.0438
4.8642,6.3914,6.0711,-37.1872
4.9287,6.4521,6.065,-37.3193
4.9939,6.5138,6.1768,-37.4398
5.0596,6.5759,6.2055,-37.5486
5.126,6.6384,6.2571,-37.6454
5.193,6.696,5.7502,-37.7299
5.26,6.6956,-0.0364,-37.8014
5.3267,6.6805,-1.5142,-37.8597
5.3934,6.6654,-1.5065,-37.9047
5.4598,6.6497,-1.5709,-37.9368
5.5262,6.6339,-1.579,-37.956
5.5924,6.6176,-1.6272,-37.9625
5.6584,6.6011,-1.6507,-37.9565
5.7242,6.5843,-1.6849,-37.9382
5.7899,6.5671,-1.7167,-37.9076
5.8554,6.5496,-1.7484,-37.8651
5.9207,6.5319,-1.7719,-37.8108
5.9859,6.5136,-1.8289,-37.7448
6.0508,6.4954,-1.8217,-37.6673
6.1155,6.4766,-1.886,-37.5785
6.1801,6.4575,-1.9061,-37.4785
6.2445,6.4381,-1.9377,-37.3675
6.3087,6.4184,-1.9694,-37.2456
6.3727,6.3986,-1.9798,-37.1131
6.4365,6.3778,-2.0775,-36.9702
6.5001,6.3577,-2.0173,-36.8168
6.5635,6.3364,-2.1228,-36.6534
6.6266,6.3151,-2.1306,-36.4799
6.6895,6.2938,-2.1329,-36.2968
6.7522,6.2715,-2.2277,-36.1041
6.8147,6.2492,-2.2307,-35.9019
6.877,6.2266,-2.2649,-35.6904
6.939,6.204,-2.2615,-35.4699
7.0009,6.1798,-2.4124,-35.2403
7.0624,6.1574,-2.2469,-35.0022
7.1237,6.132,-2.5334,-34.7557
7.1848,6.1085,-2.3544,-34.5007
7.2457,6.0832,-2.5259,-34.2376
7.3062,6.0585,-2.4696,-33.9668
7.3665,6.0325,-2.6059,-33.6883
7.4266,6.0065,-2.5959,-33.402
7.4864,5.9807,-2.5818,-33.1086
7.546,5.9534,-2.7303,-32.808
7.6052,5.9268,-2.6598,-32.5007
7.6642,5.8986,-2.8164,-32.1867
7.7229,5.8712,-2.7403,-31.8663
7.7814,5.8422,-2.9048,-31.5398
7.8395,5.8139,-2.8233,-31.2072
7.8973,5.7847,-2.9303,-30.8692
7.9549,5.7542,-3.0417,-30.5257
8.0121,5.7247,-2.952,-30.1768
8.0691,5.6933,-3.1352,-29.8229
8.1257,5.6629,-3.0405,-29.464
8.182,5.6314,-3.1578,-29.1009
8.238,5.5993,-3.2045,-28.7337
8.2937,5.566,-3.3271,-28.3624
8.349,5.5338,-3.2216,-27.9871
8.404,5.5004,-3.3461,-27.6084
8.4586,5.4664,-3.3937,-27.2267
8.513,5.4312,-3.5221,-26.8417
8.567,5.398,-3.3233,-26.4541
8.6206,5.3609,-3.7042,-26.0641
8.6738,5.3268,-3.4128,-25.672
8.7267,5.2888,-3.804,-25.2779
8.7793,5.2529,-3.5896,-24.8818
8.8314,5.2156,-3.7244,-24.4841
8.8832,5.1779,-3.7706,-24.0853
8.9346,5.1397,-3.8164,-23.6855
8.9856,5.1021,-3.7696,-23.2854
9.0362,5.0611,-4.0932,-22.8848
9.0865,5.0226,-3.8547,-22.4834
9.1363,4.9826,-3.9933,-22.0819
9.1857,4.9433,-3.9401,-21.681
9.2347,4.9005,-4.2722,-21.2804
9.2833,4.8613,-3.9212,-20.8804
9.3315,4.8177,-4.3562,-20.4811
9.3793,4.7777,-3.9967,-20.0827
9.4266,4.7344,-4.3375,-19.686
9.4735,4.6917,-4.2717,-19.2906
9.52,4.6486,-4.3075,-18.8967
9.5661,4.6051,-4.3421,-18.5045
9.6117,4.5625,-4.2732,-18.1147
9.6569,4.5162,-4.6169,-17.727
9.7016,4.474,-4.2285,-17.3414
9.7459,4.4282,-4.5773,-16.9587
9.7897,4.3833,-4.498,-16.5786
9.8331,4.338,-4.5256,-16.2011
9.876,4.2924,-4.5519,-15.8264
9.9185,4.2466,-4.5771,-15.4546
9.9605,4.2018,-4.4947,-15.0865
10.0021,4.1532,-4.8415,-14.7215
10.0431,4.109,-4.4266,-14.3599
10.0837,4.0613,-4.7788,-14.0023
10.1239,4.0144,-4.6853,-13.6483
10.1636,3.9662,-4.8103,-13.2973
10.2029,3.9212,-4.4992,-12.9501
10.2415,3.8739,-4.7423,-12.608
10.2797,3.8242,-4.9745,-12.2698
10.3175,3.7776,-4.6504,-11.935
10.3548,3.7298,-4.778,-11.6043
10.3917,3.6819,-4.7898,-11.2779
10.4281,3.6339,-4.8007,-10.9557
10.4639,3.5857,-4.8107,-10.6379
10.4992,3.5388,-4.7102,-10.3251
10.5341,3.4882,-5.054,-10.0168
10.5685,3.441,-4.7188,-9.7124
10.6025,3.3914,-4.9501,-9.4119
10.636,3.3452,-4.622,-9.1161
