0,0,0,0.8573
0.0005,0.04,3.2716,0.8552
0.0012,0.0747,3.8819,0.8514
0.0023,0.1157,4.1147,0.8455
0.0038,0.1606,4.7869,0.8368
0.0058,0.2033,4.3395,0.8255
0.0083,0.2487,4.4967,0.8109
0.0112,0.2946,4.7316,0.7936
0.0145,0.3382,4.3973,0.7736
0.0184,0.3837,4.5181,0.7504
0.0228,0.4297,4.528,0.7239
0.0275,0.4763,4.7049,0.6948
0.0327,0.5206,4.4259,0.6629
0.0384,0.5663,4.5348,0.6277
0.0445,0.6128,4.6962,0.5899
0.051,0.657,4.4341,0.5493
0.0581,0.7026,4.542,0.5054
0.0655,0.749,4.6938,0.4588
0.0734,0.7932,4.4419,0.4095
0.0818,0.8387,4.5496,0.3569
0.0907,0.8845,4.5536,0.3011
0.1,0.9305,4.5574,0.2419
0.1098,0.9773,4.697,0.18
0.12,1.0218,4.4591,0.1154
0.1305,1.0683,4.7003,0.048
0.1417,1.1119,4.3342,-0.0227
0.1533,1.1598,4.8055,-0.0968
0.1653,1.2044,4.4711,-0.1736
0.1778,1.2503,4.5776,-0.2537
0.1908,1.2962,4.5814,-0.3371
0.2042,1.3431,4.7134,-0.4234
0.2182,1.387,4.3607,-0.513
0.2325,1.4351,4.8206,-0.6059
0.2473,1.48,4.4923,-0.7016
0.2625,1.526,4.5991,-0.8007
0.2783,1.5721,4.6031,-0.9032
0.2944,1.6191,4.7318,-1.0085
0.3111,1.6631,4.3853,-1.1171
0.3281,1.7113,4.8416,-1.2292
0.3458,1.7555,4.3951,-1.3446
0.3637,1.8039,4.8488,-1.4635
0.3822,1.849,4.5233,-1.5852
0.4013,1.8944,4.5122,-1.7109
0.4206,1.9429,4.8604,-1.84
0.4405,1.9882,4.5363,-1.9719
0.4608,2.0346,4.6447,-2.1073
0.4816,2.081,4.6491,-2.2462
0.503,2.1266,4.5356,-2.389
0.5247,2.1753,4.8819,-2.5353
0.5468,2.2208,4.5582,-2.6845
0.5696,2.2665,4.5495,-2.8378
0.5926,2.3152,4.8957,-2.9945
0.6163,2.3599,4.4542,-3.1546
0.6404,2.4078,4.7853,-3.3188
0.665,2.4547,4.6858,-3.4865
0.69,2.5016,4.6903,-3.6577
0.7154,2.5484,4.6947,-3.8324
0.7413,2.5953,4.6991,-4.0105
0.7678,2.6413,4.5866,-4.1927
0.7947,2.6894,4.8128,-4.379
0.822,2.7365,4.7123,-4.5688
0.8498,2.7835,4.7164,-4.7621
0.8781,2.8297,4.6041,-4.9594
0.9069,2.878,4.8298,-5.1608
0.9363,2.9242,4.6128,-5.3662
0.9659,2.9736,4.955,-5.5752
0.9961,3.0187,4.5135,-5.7876
1.0268,3.0662,4.729,-6.0046
1.058,3.1147,4.8479,-6.2257
1.0896,3.1621,4.7456,-6.4503
1.1217,3.2084,4.6329,-6.6788
1.1542,3.257,4.8567,-6.9114
1.1872,3.3043,4.7533,-7.1474
1.2208,3.3498,4.5262,-7.388
1.2547,3.4005,5.0848,-7.6326
1.2892,3.4448,4.424,-7.8811
1.3241,3.4955,5.0875,-8.1335
1.3595,3.5399,4.426,-8.3899
1.3954,3.5896,4.9723,-8.6507
1.4318,3.6361,4.6468,-8.9154
1.4686,3.6847,4.8664,-9.184
1.5059,3.7312,4.6455,-9.4564
1.5438,3.7787,4.7502,-9.7331
1.582,3.8273,4.8622,-10.0136
1.6207,3.8737,4.6403,-10.2978
1.6599,3.9211,4.7434,-10.5863
1.6996,3.9686,4.74,-10.879
1.7397,4.017,4.8488,-11.1752
1.7805,4.0622,4.5144,-11.4756
1.8216,4.1116,4.943,-11.78
1.8631,4.1578,4.6148,-12.0879
1.9052,4.2049,4.7131,-12.3997
1.9476,4.253,4.8172,-12.7148
1.9906,4.2978,4.482,-13.0338
2.0342,4.3458,4.7923,-13.3571
2.078,4.3936,4.7888,-13.6835
2.1225,4.4382,4.4541,-14.0134
2.1673,4.4868,4.8691,-14.347
2.2126,4.5312,4.4311,-14.6839
2.2584,4.5796,4.8416,-15.0242
2.3047,4.6237,4.4044,-15.3677
2.3513,4.6717,4.8102,-15.7144
2.3985,4.7155,4.3739,-16.0642
2.4462,4.7622,4.6672,-16.4174
2.4942,4.8086,4.6537,-16.7729
2.5427,4.8518,4.3207,-17.1311
2.5917,4.8979,4.6074,-17.4925
2.6411,4.9428,4.4851,-17.8563
2.691,4.9874,4.4623,-18.2225
2.7414,5.0308,4.3356,-18.5913
2.7921,5.0769,4.6148,-18.9623
2.8433,5.1188,4.1875,-19.3351
2.8948,5.1643,4.5593,-19.7097
2.9469,5.2057,4.1343,-20.0859
2.9994,5.2497,4.3988,-20.4641
3.0524,5.2915,4.1735,-20.8441
3.1057,5.3358,4.4337,-21.2251
3.1594,5.3768,4.1134,-21.6066
3.2136,5.4176,4.078,-21.9894
3.2682,5.46,4.2325,-22.3732
3.3232,5.501,4.1041,-22.7574
